time,press
1505223894.27,1.0
1505223894.38,1.0
1505223894.96,1.0
1505223895.05,1.0
1505223895.22,1.0
1505223895.8,1.0
1505223895.87,1.0
1505223896.05,1.0
1505223896.63,1.0
1505223898.64,1.0
1505223898.72,1.0
1505223902.0,1.0
1505223902.1,1.0
1505223902.67,1.0
1505223902.78,1.0
1505223902.95,1.0
1505223903.59,1.0
1505223905.72,1.0
1505223905.85,1.0
1505223906.01,1.0
1505223906.2,1.0
1505223906.38,1.0
1505223906.65,1.0
1505223977.0,1.0
1505223977.14,1.0
1505223977.85,1.0
1505223978.02,1.0
1505223978.19,1.0
1505223978.77,1.0
1505223978.82,1.0
1505223979.58,1.0
1505223979.65,1.0
1505223979.83,1.0
1505224005.13,1.0
1505224005.28,1.0
1505224005.42,1.0
1505224005.56,1.0
1505224044.11,1.0
1505224044.21,1.0
1505224044.88,1.0
1505224044.96,1.0
1505224045.14,1.0
1505224045.66,1.0
1505224045.76,1.0
1505224045.94,1.0
1505224047.12,1.0
1505224047.21,1.0
1505224047.4,1.0
1505224049.14,1.0
1505224049.22,1.0
1505224052.73,1.0
1505224052.98,1.0
1505224053.11,1.0
1505224053.62,1.0
1505224054.75,1.0
1505224055.0,1.0
1505224055.03,1.0
1505224055.07,1.0
1505224055.1,1.0
1505224055.14,1.0
1505224055.17,1.0
1505224055.21,1.0
1505224055.25,1.0
1505224055.28,1.0
1505224055.32,1.0
1505224055.35,1.0
1505224055.39,1.0
1505224055.43,1.0
1505224055.46,1.0
1505224055.49,1.0
1505224055.53,1.0
1505224055.56,1.0
1505224055.6,1.0
1505224055.63,1.0
1505224055.67,1.0
1505224055.7,1.0
1505224055.82,1.0
1505224055.92,1.0
1505224056.58,1.0
1505224056.66,1.0
1505224056.85,1.0
1505224058.0,1.0
1505224058.08,1.0
1505224058.27,1.0
1505224364.49,1.0
1505224364.55,1.0
1505224365.28,1.0
1505224365.39,1.0
1505224369.48,1.0
1505224369.58,1.0
1505224369.75,1.0
1505224369.95,1.0
1505224370.07,1.0
1505224370.21,1.0
1505224370.38,1.0
1505224370.54,1.0
1505224370.67,1.0
1505224371.22,1.0
1505224371.48,1.0
1505224371.52,1.0
1505224371.55,1.0
1505224371.59,1.0
1505224371.62,1.0
1505224371.65,1.0
1505224371.69,1.0
1505224371.73,1.0
1505224371.76,1.0
1505224371.8,1.0
1505224371.84,1.0
1505224371.87,1.0
1505224371.91,1.0
1505224372.1,1.0
1505224372.34,1.0
1505224372.65,1.0
1505224372.87,1.0
1505224373.06,1.0
1505224373.27,1.0
1505224373.67,1.0
1505224373.82,1.0
1505224374.01,1.0
1505224374.18,1.0
1505224374.29,1.0
1505224374.43,1.0
1505224374.59,1.0
1505224374.7,1.0
1505224374.8,1.0
1505224374.93,1.0
1505224375.53,1.0
1505224375.7,1.0
1505224375.93,1.0
1505224376.14,1.0
1505224376.36,1.0
1505224376.42,1.0
1505224376.6,1.0
1505224376.66,1.0
1505224376.77,1.0
1505224376.91,1.0
1505224377.11,1.0
1505224523.51,1.0
1505224523.6,1.0
1505224524.17,1.0
1505224524.29,1.0
1505224526.63,1.0
1505224526.76,1.0
1505224526.94,1.0
1505224541.89,1.0
1505224542.17,1.0
1505224542.44,1.0
1505224542.61,1.0
1505224542.78,1.0
1505224542.96,1.0
1505224543.21,1.0
1505224543.39,1.0
1505224543.78,1.0
1505224544.16,1.0
1505224545.06,1.0
1505224545.22,1.0
1505224545.39,1.0
1505224545.8,1.0
1505224545.89,1.0
1505224546.06,1.0
1505224546.27,1.0
1505224546.41,1.0
1505224546.78,1.0
1505224547.11,1.0
1505224547.75,1.0
1505224547.95,1.0
1505224548.34,1.0
1505224548.46,1.0
1505224549.02,1.0
1505224549.1,1.0
1505224549.25,1.0
1505224660.25,1.0
1505224660.35,1.0
1505224660.97,1.0
1505224661.04,1.0
1505224661.22,1.0
1505224662.96,1.0
1505224663.04,1.0
1505224663.22,1.0
1505224663.84,1.0
1505224663.94,1.0
1505224665.91,1.0
1505224665.98,1.0
1505224666.18,1.0
1505224666.91,1.0
1505224669.78,1.0
1505224670.02,1.0
