time,press
1505487546.9,1.0
1505487547.09,1.0
1505487547.24,1.0
1505487547.33,1.0
1505487548.12,1.0
1505487548.21,1.0
1505487548.38,1.0
1505487548.58,1.0
1505487548.63,1.0
1505487548.84,1.0
1505487549.03,1.0
1505487549.15,1.0
1505487549.28,1.0
1505487549.32,1.0
1505487549.53,1.0
1505487549.67,1.0
1505487549.74,1.0
1505487549.85,1.0
1505487549.92,1.0
1505487550.1,1.0
1505487550.2,1.0
1505487551.16,1.0
1505487551.41,1.0
1505487551.45,1.0
1505487551.48,1.0
1505487551.52,1.0
1505487551.55,1.0
1505487552.17,1.0
1505487553.04,1.0
1505487553.23,1.0
1505487553.36,1.0
1505487553.44,1.0
1505487553.58,1.0
1505487553.71,1.0
1505487553.85,1.0
1505487555.29,1.0
1505487555.62,1.0
1505487556.29,1.0
1505487556.41,1.0
1505487556.64,1.0
1505487556.75,1.0
1505487557.14,1.0
1505487557.33,1.0
1505487557.5,1.0
1505487557.6,1.0
1505487557.81,1.0
1505487557.9,1.0
1505487558.09,1.0
1505487568.34,1.0
1505487568.54,1.0
1505487568.82,1.0
1505487568.97,1.0
1505487569.09,1.0
1505487569.7,1.0
1505487569.84,1.0
1505487570.06,1.0
1505487570.25,1.0
1505487570.5,1.0
1505487570.75,1.0
1505487570.91,1.0
1505487571.13,1.0
1505487590.91,1.0
1505487591.05,1.0
1505487591.17,1.0
1505487591.29,1.0
1505487608.23,1.0
1505487608.5,1.0
1505487608.63,1.0
1505487608.93,1.0
1505487609.75,1.0
1505487610.0,1.0
1505487610.04,1.0
1505487610.07,1.0
1505487610.11,1.0
1505487610.15,1.0
1505487610.18,1.0
1505487610.22,1.0
1505487610.25,1.0
1505487610.29,1.0
1505487610.53,1.0
1505487610.75,1.0
1505487610.88,1.0
1505487611.27,1.0
1505487611.44,1.0
1505487611.58,1.0
1505487611.77,1.0
1505487612.3,1.0
1505487625.12,1.0
1505487625.36,1.0
1505487639.82,1.0
1505487640.26,1.0
1505487640.45,1.0
1505487640.64,1.0
1505487640.81,1.0
1505487641.01,1.0
1505487641.15,1.0
1505487641.27,1.0
1505487641.41,1.0
1505487641.58,1.0
1505487641.94,1.0
