time,press
1505131644.61,1.0
1505131644.72,1.0
1505131644.9,1.0
1505131649.23,1.0
1505131649.39,1.0
1505131649.55,1.0
1505131649.71,1.0
1505131654.38,1.0
1505131654.83,1.0
1505131669.88,1.0
1505131670.1,1.0
1505131670.24,1.0
1505131670.55,1.0
1505131670.8,1.0
1505131670.83,1.0
1505131670.87,1.0
1505131670.91,1.0
1505131670.94,1.0
1505131670.98,1.0
1505131671.02,1.0
1505131671.05,1.0
1505131671.09,1.0
1505131671.12,1.0
1505131671.16,1.0
1505131672.2,1.0
1505131672.38,1.0
1505131672.96,1.0
1505131673.08,1.0
1505131673.25,1.0
1505131673.74,1.0
1505131673.83,1.0
1505131674.01,1.0
1505131674.6,1.0
1505131674.92,1.0
1505131675.16,1.0
1505131677.19,1.0
1505131677.33,1.0
1505131677.97,1.0
1505131678.08,1.0
1505131678.3,1.0
1505131679.8,1.0
1505131681.15,1.0
1505131681.26,1.0
1505131682.89,1.0
1505131682.98,1.0
1505131684.21,1.0
1505131684.28,1.0
1505131685.18,1.0
1505131685.29,1.0
1505131685.49,1.0
1505131691.21,1.0
1505131691.29,1.0
1505131691.95,1.0
1505131692.04,1.0
1505131692.24,1.0
1505131692.79,1.0
1505131693.08,1.0
1505131711.1,1.0
1505131711.23,1.0
1505131711.91,1.0
1505131711.99,1.0
1505131712.16,1.0
1505131729.03,1.0
1505131729.23,1.0
1505131730.19,1.0
1505131730.61,1.0
1505131731.37,1.0
1505131731.57,1.0
1505131731.75,1.0
1505131731.93,1.0
1505131732.12,1.0
1505131732.61,1.0
1505131732.79,1.0
1505131733.1,1.0
1505131733.28,1.0
1505131733.44,1.0
1505131733.61,1.0
1505131733.78,1.0
1505131734.21,1.0
1505131734.41,1.0
1505131734.6,1.0
1505131735.06,1.0
1505131735.29,1.0
1505131736.41,1.0
1505131738.89,1.0
1505131739.04,1.0
1505131739.22,1.0
1505131739.92,1.0
1505131739.97,1.0
1505131740.33,1.0
1505131740.75,1.0
1505131742.14,1.0
1505131742.31,1.0
1505131742.58,1.0
1505131742.77,1.0
1505131742.96,1.0
1505131743.37,1.0
1505131743.7,1.0
1505131744.3,1.0
1505131744.55,1.0
1505131745.55,1.0
1505131746.1,1.0
1505131746.45,1.0
1505131746.54,1.0
1505131747.19,1.0
1505131747.33,1.0
1505131747.48,1.0
1505131748.58,1.0
1505131748.67,1.0
1505131748.85,1.0
1505131749.98,1.0
1505131751.05,1.0
1505131765.41,1.0
1505131765.53,1.0
1505131766.17,1.0
1505131766.25,1.0
1505131766.43,1.0
1505131767.21,1.0
1505131767.3,1.0
1505131767.49,1.0
1505131769.68,1.0
1505131774.37,1.0
1505131774.45,1.0
1505131774.62,1.0
1505131775.62,1.0
1505131775.95,1.0
1505131776.14,1.0
1505131776.66,1.0
1505131776.81,1.0
1505131777.02,1.0
1505131777.17,1.0
1505131777.51,1.0
1505131777.69,1.0
1505131777.88,1.0
1505131778.06,1.0
1505131778.24,1.0
1505131779.4,1.0
1505131779.55,1.0
1505131779.73,1.0
1505131779.95,1.0
1505131780.13,1.0
1505131780.34,1.0
1505131781.33,1.0
1505131781.62,1.0
1505131782.17,1.0
1505131782.36,1.0
1505131782.5,1.0
1505131782.61,1.0
1505131783.99,1.0
1505131784.16,1.0
1505131786.58,1.0
1505131786.79,1.0
1505131788.32,1.0
1505131788.49,1.0
1505131789.93,1.0
1505131790.1,1.0
1505131791.08,1.0
1505131791.19,1.0
1505131793.08,1.0
1505131794.14,1.0
1505131794.32,1.0
1505131795.32,1.0
1505131795.49,1.0
1505131804.76,1.0
1505131804.85,1.0
1505131805.62,1.0
1505131805.69,1.0
1505131805.88,1.0
1505131806.56,1.0
1505131812.98,1.0
1505131813.08,1.0
1505131831.31,1.0
1505131831.5,1.0
1505131832.16,1.0
1505131832.29,1.0
1505131832.43,1.0
1505131833.57,1.0
1505131833.69,1.0
1505131833.9,1.0
1505131837.7,1.0
1505131837.79,1.0
