time,press
1507127525.3,1.0
1507127525.52,1.0
1507127546.41,1.0
1507127546.51,1.0
1507127546.67,1.0
1507127547.3,1.0
1507127547.32,1.0
1507127548.16,1.0
1507127548.2,1.0
1507127548.9,1.0
1507127548.96,1.0
1507127558.0,1.0
1507127558.18,1.0
1507127558.36,1.0
1507127558.61,1.0
1507127558.65,1.0
1507127558.69,1.0
1507127558.72,1.0
1507127558.76,1.0
1507127558.79,1.0
1507127558.82,1.0
1507127558.86,1.0
1507127559.2,1.0
1507127559.56,1.0
1507127559.63,1.0
1507127559.89,1.0
1507127559.93,1.0
1507127559.96,1.0
1507127560.0,1.0
1507127560.03,1.0
1507127560.07,1.0
1507127560.11,1.0
1507127560.4,1.0
1507127560.62,1.0
1507127561.13,1.0
1507127561.45,1.0
1507127561.65,1.0
1507127561.76,1.0
1507127562.06,1.0
1507127562.16,1.0
1507127562.52,1.0
1507127563.12,1.0
1507127563.65,1.0
1507127564.22,1.0
1507127564.42,1.0
1507127564.6,1.0
1507127564.82,1.0
1507127565.07,1.0
1507127565.83,1.0
1507127566.08,1.0
1507127567.07,1.0
1507127567.1,1.0
1507127567.25,1.0
1507127567.46,1.0
1507127567.86,1.0
1507127568.11,1.0
1507127568.15,1.0
1507127568.19,1.0
1507127568.22,1.0
1507127568.26,1.0
1507127568.29,1.0
1507127568.33,1.0
1507127568.36,1.0
1507127568.4,1.0
1507127568.43,1.0
1507127568.47,1.0
1507127568.5,1.0
1507127568.54,1.0
1507127568.57,1.0
1507127568.61,1.0
1507127568.65,1.0
1507127568.68,1.0
1507127568.72,1.0
1507127568.75,1.0
1507127568.79,1.0
1507127569.27,1.0
1507127569.42,1.0
1507127569.88,1.0
1507127570.02,1.0
1507127571.2,1.0
1507127571.5,1.0
1507127571.6,1.0
1507127571.83,1.0
1507127572.05,1.0
1507127572.25,1.0
1507127572.43,1.0
1507127572.63,1.0
1507127572.83,1.0
1507127573.0,1.0
1507127573.46,1.0
1507127573.97,1.0
1507127574.02,1.0
1507127574.47,1.0
1507127576.73,1.0
1507127576.96,1.0
1507127577.13,1.0
1507127577.33,1.0
1507127577.72,1.0
1507127578.05,1.0
1507127578.61,1.0
1507127578.95,1.0
1507127579.13,1.0
1507127579.31,1.0
1507127580.01,1.0
1507127580.22,1.0
1507127581.1,1.0
1507127581.18,1.0
1507127581.42,1.0
1507127582.45,1.0
1507127582.7,1.0
1507127583.46,1.0
1507127583.65,1.0
1507127584.1,1.0
1507127584.4,1.0
1507127585.21,1.0
1507127589.22,1.0
1507127589.45,1.0
1507127589.65,1.0
1507127590.05,1.0
1507127590.07,1.0
1507127590.16,1.0
1507127590.35,1.0
1507127590.51,1.0
1507127590.53,1.0
1507127590.66,1.0
1507127591.06,1.0
1507127591.17,1.0
1507127591.71,1.0
1507127592.12,1.0
1507127592.13,1.0
1507127593.08,1.0
1507127593.48,1.0
1507127593.85,1.0
1507127594.47,1.0
1507127594.48,1.0
1507127594.51,1.0
1507127594.88,1.0
1507127595.33,1.0
1507127595.35,1.0
1507127595.41,1.0
1507127595.73,1.0
1507127595.92,1.0
1507127596.55,1.0
1507127596.8,1.0
1507127596.96,1.0
1507127597.17,1.0
1507127597.75,1.0
1507127597.76,1.0
1507127597.83,1.0
1507127598.03,1.0
1507127599.35,1.0
1507127599.58,1.0
1507127599.73,1.0
1507127600.02,1.0
1507127600.62,1.0
1507127600.67,1.0
1507127600.77,1.0
1507127600.88,1.0
1507127601.38,1.0
1507127601.46,1.0
1507127601.92,1.0
1507127602.2,1.0
1507127602.22,1.0
1507127602.53,1.0
1507127602.72,1.0
1507127602.87,1.0
1507127603.41,1.0
1507127603.66,1.0
1507127604.17,1.0
1507127604.46,1.0
1507127605.03,1.0
1507127605.42,1.0
1507127606.32,1.0
1507127607.45,1.0
1507127607.62,1.0
1507127609.76,1.0
1507127630.07,1.0
1507127630.26,1.0
1507127630.46,1.0
1507127630.63,1.0
1507127630.83,1.0
1507127631.3,1.0
1507127631.51,1.0
1507127631.91,1.0
1507127631.95,1.0
1507127632.01,1.0
1507127632.6,1.0
1507127633.02,1.0
1507127633.32,1.0
1507127633.33,1.0
1507127633.45,1.0
1507127633.83,1.0
1507127634.12,1.0
1507127634.15,1.0
1507127634.2,1.0
1507127634.4,1.0
1507127634.51,1.0
1507127634.53,1.0
1507127634.66,1.0
1507127635.11,1.0
1507127635.33,1.0
1507127635.57,1.0
1507127635.86,1.0
1507127635.87,1.0
1507127635.95,1.0
1507127636.96,1.0
1507127637.3,1.0
1507127637.86,1.0
1507127638.23,1.0
1507127638.77,1.0
1507127638.96,1.0
1507127645.18,1.0
1507127645.2,1.0
1507127645.4,1.0
1507127646.37,1.0
1507127647.15,1.0
1507127647.65,1.0
1507127648.68,1.0
1507127649.01,1.0
1507127649.8,1.0
1507127649.97,1.0
1507127650.17,1.0
1507127651.18,1.0
1507127651.5,1.0
1507127652.11,1.0
1507127652.33,1.0
1507127652.55,1.0
1507127652.62,1.0
1507127653.08,1.0
1507127653.38,1.0
1507127653.52,1.0
1507127653.7,1.0
1507127653.78,1.0
1507127654.06,1.0
1507127654.18,1.0
1507127654.31,1.0
1507127654.98,1.0
1507127655.6,1.0
1507127655.78,1.0
1507127655.81,1.0
1507127656.08,1.0
1507127656.36,1.0
1507127656.76,1.0
1507127656.77,1.0
1507127656.82,1.0
1507127657.17,1.0
1507127657.45,1.0
1507127657.46,1.0
1507127657.55,1.0
1507127657.81,1.0
1507127658.0,1.0
1507127660.13,1.0
1507127660.15,1.0
1507127660.37,1.0
1507127660.66,1.0
1507127660.82,1.0
1507127660.85,1.0
1507127661.03,1.0
1507127661.33,1.0
1507127661.5,1.0
1507127670.42,1.0
1507127670.63,1.0
