time,press
1504946197.06,1.0
1504946197.17,1.0
1504946197.76,1.0
1504946197.81,1.0
1504946198.47,1.0
1504946198.53,1.0
1504946198.72,1.0
1504946213.45,1.0
1504946213.54,1.0
1504946214.08,1.0
1504946214.18,1.0
1504946214.34,1.0
1504946655.11,1.0
1504946655.29,1.0
1504946656.6,1.0
1504946656.69,1.0
1504946656.86,1.0
1504946667.57,1.0
1504946667.67,1.0
1504946668.27,1.0
1504946668.58,1.0
1504946668.86,1.0
1504946688.19,1.0
1504946688.34,1.0
1504946689.12,1.0
1504946689.23,1.0
1504946689.65,1.0
1504946689.75,1.0
1504946689.94,1.0
1504946767.78,1.0
1504946767.9,1.0
1504946768.45,1.0
1504946768.56,1.0
1504946778.47,1.0
1504946778.69,1.0
1504946779.3,1.0
1504946779.43,1.0
1504946779.85,1.0
1504946779.91,1.0
1504946791.3,1.0
1504946792.94,1.0
1504946793.05,1.0
1504946794.06,1.0
1504946794.45,1.0
1504946795.17,1.0
1504946795.34,1.0
1504946795.52,1.0
1504946795.75,1.0
1504946795.93,1.0
1504946796.31,1.0
1504946796.51,1.0
1504946797.02,1.0
1504946797.15,1.0
1504946797.29,1.0
1504946797.48,1.0
1504946797.81,1.0
1504946798.24,1.0
1504946798.38,1.0
1504946798.45,1.0
1504946798.64,1.0
1504946799.05,1.0
1504946799.32,1.0
1504946799.75,1.0
1504946799.85,1.0
1504946801.0,1.0
1504946801.28,1.0
1504946802.02,1.0
1504946802.21,1.0
1504946803.06,1.0
1504946803.66,1.0
1504946805.11,1.0
1504946805.73,1.0
1504946806.09,1.0
1504946806.33,1.0
1504946806.57,1.0
1504946807.08,1.0
1504946807.27,1.0
1504946808.32,1.0
1504946808.5,1.0
1504946809.06,1.0
1504946809.25,1.0
1504946809.44,1.0
1504946809.97,1.0
1504946810.25,1.0
1504946810.99,1.0
1504946811.17,1.0
1504946811.66,1.0
1504946811.9,1.0
1504946812.02,1.0
1504946812.25,1.0
1504946812.43,1.0
1504946813.13,1.0
1504946813.35,1.0
1504946813.98,1.0
1504946814.06,1.0
1504946817.74,1.0
1504946817.88,1.0
1504946818.52,1.0
1504946819.05,1.0
1504946819.86,1.0
1504946820.18,1.0
1504946820.36,1.0
1504946820.53,1.0
1504946820.71,1.0
1504946821.03,1.0
1504946821.25,1.0
1504946821.25,1.0
1504946821.31,1.0
1504946821.49,1.0
1504946821.85,1.0
1504946822.06,1.0
1504946822.25,1.0
1504946822.42,1.0
1504946822.61,1.0
1504946823.1,1.0
1504946823.42,1.0
1504946823.6,1.0
1504946823.78,1.0
1504946823.95,1.0
1504946824.13,1.0
1504946824.62,1.0
1504946824.78,1.0
1504946825.55,1.0
1504946825.66,1.0
1504946825.79,1.0
1504946826.47,1.0
1504946826.54,1.0
1504946826.73,1.0
1504946829.74,1.0
1504946829.83,1.0
1504946829.98,1.0
1504946830.88,1.0
1504946831.04,1.0
1504946831.58,1.0
1504946831.76,1.0
1504946831.93,1.0
1504946832.47,1.0
1504946832.66,1.0
1504946832.95,1.0
1504946833.14,1.0
1504946833.64,1.0
1504946833.82,1.0
1504946834.0,1.0
1504946834.17,1.0
1504946834.39,1.0
1504946834.76,1.0
1504946834.88,1.0
1504946835.08,1.0
1504946835.26,1.0
1504946835.75,1.0
1504946835.93,1.0
1504946836.17,1.0
1504946836.35,1.0
1504946836.47,1.0
1504946836.59,1.0
1504946836.84,1.0
1504946837.4,1.0
