time,press
1505917274.54,1.0
1505917274.77,1.0
1505917276.27,1.0
1505917276.55,1.0
1505917283.97,1.0
1505917284.15,1.0
1505917285.16,1.0
1505917285.37,1.0
1505917285.57,1.0
1505917298.1,1.0
1505917298.1,1.0
1505917298.28,1.0
1505917298.43,1.0
1505917298.86,1.0
1505917299.07,1.0
1505917299.27,1.0
1505917299.46,1.0
1505917300.93,1.0
1505917301.07,1.0
1505917301.33,1.0
1505917301.54,1.0
1505917302.42,1.0
1505917302.77,1.0
1505917303.05,1.0
1505917303.72,1.0
1505917303.95,1.0
1505917304.66,1.0
1505917304.78,1.0
1505917304.92,1.0
1505917305.28,1.0
1505917349.51,1.0
1505917350.0,1.0
1505917350.24,1.0
1505917350.64,1.0
1505917350.89,1.0
1505917351.34,1.0
1505917351.5,1.0
1505917351.66,1.0
1505917352.06,1.0
1505917353.38,1.0
1505917353.72,1.0
1505917353.93,1.0
1505917354.63,1.0
1505917354.99,1.0
1505917355.56,1.0
1505917355.76,1.0
1505917355.91,1.0
1505917356.46,1.0
1505917356.67,1.0
1505917356.86,1.0
1505917357.05,1.0
1505917357.68,1.0
1505917358.15,1.0
1505917358.39,1.0
1505917358.53,1.0
1505917359.54,1.0
1505917359.74,1.0
1505917362.35,1.0
1505917362.53,1.0
1505917363.78,1.0
1505917364.01,1.0
1505917364.51,1.0
1505917364.7,1.0
1505917364.89,1.0
1505917365.94,1.0
1505917366.83,1.0
1505917367.02,1.0
1505917371.12,1.0
1505917371.14,1.0
1505917371.18,1.0
1505917371.51,1.0
1505917377.88,1.0
1505917378.05,1.0
1505917378.2,1.0
1505917378.47,1.0
1505917418.23,1.0
1505917418.34,1.0
1505917422.7,1.0
1505917422.79,1.0
1505917422.9,1.0
1505917422.98,1.0
1505917423.08,1.0
1505917423.21,1.0
1505917423.44,1.0
1505917439.65,1.0
1505917439.76,1.0
1505917439.92,1.0
1505917440.56,1.0
1505917440.72,1.0
1505917440.89,1.0
1505917441.34,1.0
1505917441.52,1.0
1505917441.61,1.0
1505917441.72,1.0
1505917441.82,1.0
1505917442.05,1.0
1505917447.89,1.0
